,Date,Polarity
230916,2020-01-29,0.6
230917,2020-01-29,0.0
230921,2020-01-29,0.0
230923,2020-01-29,0.4625
230924,2020-01-29,0.0
230926,2020-01-29,0.0
230929,2020-01-29,0.0
230930,2020-01-29,0.3333333333333333
230932,2020-01-29,0.0
230933,2020-01-29,0.0
230934,2020-01-29,-0.0625
230935,2020-01-29,0.0
230936,2020-01-29,-0.2
230937,2020-01-29,-0.1
230938,2020-01-29,0.0
230940,2020-01-29,-0.8
230942,2020-01-29,0.0833333333333333
230943,2020-01-29,0.034090909090909
230944,2020-01-29,0.0
230945,2020-01-29,0.0
230946,2020-01-29,-0.2
230947,2020-01-29,0.2
230948,2020-01-29,-0.2
230950,2020-01-29,0.0
230953,2020-01-29,0.4333333333333333
230954,2020-01-29,0.0
230955,2020-01-29,0.4
230956,2020-01-29,-0.2
230957,2020-01-29,0.0
230958,2020-01-29,0.1363636363636363
230959,2020-01-29,0.0
230961,2020-01-29,0.0
230963,2020-01-29,0.3
230964,2020-01-29,0.0681818181818181
230965,2020-01-29,0.0
230966,2020-01-29,-0.275
230968,2020-01-29,-0.2
230969,2020-01-29,0.0
230971,2020-01-29,-0.125
230972,2020-01-29,0.0
230973,2020-01-29,-0.2791666666666667
230974,2020-01-29,0.0
230975,2020-01-29,0.2787878787878787
230976,2020-01-29,0.0499999999999999
230979,2020-01-29,0.1333333333333333
230981,2020-01-29,0.0
230982,2020-01-29,0.0
230984,2020-01-29,0.0
230985,2020-01-29,0.0
230987,2020-01-29,1.0
230989,2020-01-29,0.0
230990,2020-01-29,0.0
230991,2020-01-29,0.0
230992,2020-01-29,0.0
230993,2020-01-29,0.0
230994,2020-01-29,0.5
230995,2020-01-29,0.0
230997,2020-01-29,0.0
231000,2020-01-29,-0.0701388888888888
231002,2020-01-29,0.0
231003,2020-01-29,0.1621212121212121
231006,2020-01-29,0.0
231007,2020-01-29,0.325
231009,2020-01-29,0.0
231010,2020-01-29,0.0
231014,2020-01-29,0.0
231018,2020-01-29,0.1
231019,2020-01-29,0.0
231022,2020-01-29,0.0
231023,2020-01-29,0.0
231024,2020-01-29,0.0
231025,2020-01-29,0.0
231026,2020-01-29,0.1
231028,2020-01-29,0.0
231029,2020-01-29,0.0
231030,2020-01-29,0.0
231031,2020-01-29,0.5
231032,2020-01-29,0.0
231033,2020-01-29,0.0
231034,2020-01-29,0.0
231035,2020-01-29,0.0
231036,2020-01-29,0.0
231042,2020-01-29,0.0
231044,2020-01-29,0.0
231047,2020-01-29,0.0
231048,2020-01-29,-0.125
231049,2020-01-29,0.0
231050,2020-01-29,0.0
231051,2020-01-29,0.0
231052,2020-01-29,0.0
231054,2020-01-29,0.0
231055,2020-01-29,0.125
231057,2020-01-29,0.2681818181818182
231058,2020-01-29,0.2333333333333333
231059,2020-01-29,0.25
231060,2020-01-29,0.0
231061,2020-01-29,0.1666666666666666
231064,2020-01-29,0.5
231066,2020-01-29,0.5
231068,2020-01-29,0.0
231069,2020-01-29,0.1666666666666666
231070,2020-01-29,0.0
231072,2020-01-29,0.0
231077,2020-01-29,-0.1333333333333333
231078,2020-01-29,0.1
231079,2020-01-29,0.5
231081,2020-01-29,0.1136363636363636
231084,2020-01-29,0.0
231085,2020-01-29,-0.1318181818181818
231086,2020-01-29,0.0
231087,2020-01-29,0.3571428571428571
231088,2020-01-29,0.1695454545454545
231089,2020-01-29,0.0
231090,2020-01-29,0.5
231091,2020-01-29,0.1695454545454545
231095,2020-01-29,0.0
231096,2020-01-29,-0.2
231097,2020-01-29,0.0
231098,2020-01-29,0.0
231099,2020-01-29,0.0
231100,2020-01-29,0.0
231101,2020-01-29,0.0
231102,2020-01-29,0.0
231103,2020-01-29,0.0199999999999999
231105,2020-01-29,0.0
231106,2020-01-29,0.0
231107,2020-01-29,0.2121212121212121
231109,2020-01-29,-0.0499999999999999
231110,2020-01-29,0.0
231111,2020-01-29,0.0
231112,2020-01-29,0.0
231113,2020-01-29,0.1363636363636363
231114,2020-01-29,0.0
231115,2020-01-29,0.225
231116,2020-01-29,0.0
231119,2020-01-29,0.0
231120,2020-01-29,0.25
231121,2020-01-29,0.0454545454545454
231122,2020-01-29,0.0
231123,2020-01-29,0.0
231124,2020-01-29,0.0
231125,2020-01-29,0.35
231126,2020-01-29,0.0
231127,2020-01-29,0.0
231128,2020-01-29,0.0681818181818181
231129,2020-01-29,0.0
231130,2020-01-29,0.0
231132,2020-01-29,0.031
231134,2020-01-29,-0.2
231135,2020-01-29,0.0
231136,2020-01-29,0.009090909090909
231137,2020-01-29,0.0
231139,2020-01-29,0.0
231140,2020-01-29,0.45
231141,2020-01-29,0.0
231143,2020-01-29,-0.5
231144,2020-01-29,0.5
231145,2020-01-29,0.2770833333333333
231146,2020-01-29,0.0
231147,2020-01-29,0.0
231148,2020-01-29,0.05
231150,2020-01-29,0.4499999999999999
231152,2020-01-29,0.2
231155,2020-01-29,0.0
231156,2020-01-29,0.1136363636363636
231158,2020-01-29,0.0
231160,2020-01-29,0.1
231162,2020-01-29,0.0
231163,2020-01-29,0.0
231164,2020-01-29,1.0
231165,2020-01-29,0.0
231166,2020-01-29,0.0
231167,2020-01-29,0.0
231168,2020-01-29,0.0
231170,2020-01-29,0.0
231172,2020-01-29,0.0
231174,2020-01-29,0.5
231175,2020-01-29,0.0
231180,2020-01-29,-0.5
231181,2020-01-29,0.0
231182,2020-01-29,-0.0333333333333333
231183,2020-01-29,-0.2
231185,2020-01-29,0.1
231188,2020-01-29,0.4
231189,2020-01-29,0.0
231190,2020-01-29,0.0
231191,2020-01-29,0.0
231192,2020-01-29,-0.5249999999999999
231193,2020-01-29,0.325
231194,2020-01-29,0.0
231195,2020-01-29,-0.9765625
231196,2020-01-29,0.0
231198,2020-01-29,0.1363636363636363
231199,2020-01-29,-0.375
231200,2020-01-29,-0.0151515151515151
231201,2020-01-29,-0.25
231202,2020-01-29,0.1
231203,2020-01-29,0.5
231204,2020-01-29,0.0
231206,2020-01-29,0.1111111111111111
231207,2020-01-29,0.0
231208,2020-01-29,0.5
231209,2020-01-29,0.0
231210,2020-01-29,-0.5
231211,2020-01-29,0.25
231212,2020-01-29,0.2857142857142857
231213,2020-01-29,0.0204545454545454
231214,2020-01-29,0.0
231215,2020-01-29,0.0
231216,2020-01-29,0.6
231218,2020-01-29,0.5
231219,2020-01-29,0.0
231220,2020-01-29,0.3571428571428571
231221,2020-01-29,0.0
231223,2020-01-29,0.1
231226,2020-01-29,0.35
231227,2020-01-29,0.0
231228,2020-01-29,0.0
231229,2020-01-29,0.0
231231,2020-01-29,0.0
231233,2020-01-29,-0.5
231234,2020-01-29,0.625
231235,2020-01-29,0.5
231236,2020-01-29,0.0
231239,2020-01-29,0.0
231240,2020-01-29,0.8
231241,2020-01-29,0.125
231242,2020-01-29,0.0
231243,2020-01-29,0.1931818181818181
231244,2020-01-29,0.0666666666666666
231245,2020-01-29,0.25
231248,2020-01-29,0.0666666666666666
231251,2020-01-29,0.0
231252,2020-01-29,0.0
231253,2020-01-29,0.0
231254,2020-01-29,0.0
231255,2020-01-29,0.25
231257,2020-01-29,0.0
231259,2020-01-29,-0.1875
231260,2020-01-29,0.0
231261,2020-01-29,0.2416666666666667
231262,2020-01-29,0.1363636363636363
231263,2020-01-29,0.0
231265,2020-01-29,0.0
231266,2020-01-29,0.0
231267,2020-01-29,0.0
231268,2020-01-29,0.0
231269,2020-01-29,-0.125
231270,2020-01-29,0.0
231271,2020-01-29,0.0
231272,2020-01-29,0.25
231273,2020-01-29,0.0
231276,2020-01-29,0.1333333333333333
231277,2020-01-29,0.0
231278,2020-01-29,0.0
231280,2020-01-29,-0.0699999999999999
231282,2020-01-29,0.0
231283,2020-01-29,0.6
231284,2020-01-29,0.3
231286,2020-01-29,0.0
231290,2020-01-29,0.0
231291,2020-01-29,0.0
231292,2020-01-29,0.5
231294,2020-01-29,0.0
231295,2020-01-29,0.0
231296,2020-01-29,0.0
231297,2020-01-29,0.0
231298,2020-01-29,0.1
231299,2020-01-29,0.0
231300,2020-01-29,0.5
231302,2020-01-29,0.0
231304,2020-01-29,0.05
231308,2020-01-29,0.0625
231309,2020-01-29,0.0
231310,2020-01-29,0.1931818181818181
231311,2020-01-29,0.1363636363636363
231312,2020-01-29,0.0
231314,2020-01-29,0.2681818181818182
231316,2020-01-29,0.5
231317,2020-01-29,-0.5
231319,2020-01-29,0.0
231320,2020-01-29,-0.1
231324,2020-01-29,0.0
231326,2020-01-29,0.75
231327,2020-01-29,0.0
231329,2020-01-29,0.25
231330,2020-01-29,0.0
231332,2020-01-29,-0.2
231333,2020-01-29,0.25
231334,2020-01-29,0.6
231335,2020-01-29,0.325
231337,2020-01-29,0.0625
231338,2020-01-29,0.0
231339,2020-01-29,0.0
231340,2020-01-29,0.0
231343,2020-01-29,-0.2
231344,2020-01-29,-0.1
231345,2020-01-29,0.125
231346,2020-01-29,0.0
231347,2020-01-29,0.16
231348,2020-01-29,0.45
231349,2020-01-29,0.0
231350,2020-01-29,0.0
231351,2020-01-29,-0.45
231352,2020-01-29,0.35
231353,2020-01-29,0.4
231354,2020-01-29,0.0
231355,2020-01-29,0.5
231356,2020-01-29,0.0
231357,2020-01-29,0.6125
231358,2020-01-29,0.4125
231361,2020-01-29,0.0
231363,2020-01-29,0.4
231364,2020-01-29,0.0
231365,2020-01-29,0.1333333333333333
231366,2020-01-29,0.0681818181818181
231371,2020-01-29,0.35
231372,2020-01-29,0.0
231373,2020-01-29,0.5
231374,2020-01-29,0.0
231376,2020-01-29,0.0
231377,2020-01-29,0.0
231378,2020-01-29,0.3
231381,2020-01-29,0.0
231383,2020-01-29,-0.15
231384,2020-01-29,0.0
231385,2020-01-29,0.0
231387,2020-01-29,0.4
231388,2020-01-29,-0.05
231389,2020-01-29,0.5
231390,2020-01-29,0.0
231391,2020-01-29,0.0
231392,2020-01-29,0.0
231393,2020-01-29,0.0
231394,2020-01-29,0.0
231395,2020-01-29,0.0
231397,2020-01-29,-0.6
231398,2020-01-29,0.0
231401,2020-01-29,0.0
231402,2020-01-29,-0.25
231403,2020-01-29,-0.1
231405,2020-01-29,-0.0464646464646464
231406,2020-01-29,0.0
231407,2020-01-29,0.3181818181818182
231409,2020-01-29,-0.3
231410,2020-01-29,0.0
231412,2020-01-29,0.125
231415,2020-01-29,-0.2
231416,2020-01-29,0.0
231419,2020-01-29,0.0
231420,2020-01-29,0.0
231423,2020-01-29,0.2121212121212121
231424,2020-01-29,0.0
231425,2020-01-29,0.0
231427,2020-01-29,0.0
231428,2020-01-29,0.2333333333333333
231429,2020-01-29,0.1363636363636363
231430,2020-01-29,0.0
231431,2020-01-29,0.4
231433,2020-01-29,-0.1666666666666666
231434,2020-01-29,-0.3333333333333333
231435,2020-01-29,0.0
231436,2020-01-29,0.4
231437,2020-01-29,0.0
231438,2020-01-29,0.0
231440,2020-01-29,-0.2
231441,2020-01-29,0.4666666666666666
231443,2020-01-29,0.0
231444,2020-01-29,0.25
231445,2020-01-29,0.0
231446,2020-01-29,0.0
231447,2020-01-29,0.0
231448,2020-01-29,0.35
231449,2020-01-29,0.0
231450,2020-01-29,0.1704545454545454
231451,2020-01-29,0.125
231453,2020-01-29,0.0
231455,2020-01-29,0.0
231457,2020-01-29,0.0
231460,2020-01-29,0.25
231462,2020-01-29,0.0
231463,2020-01-29,0.0
231464,2020-01-29,-0.0892857142857142
231465,2020-01-29,0.0
231467,2020-01-29,-0.0333333333333333
231470,2020-01-29,0.0
231472,2020-01-29,0.0
231474,2020-01-29,0.5
231475,2020-01-29,0.0
231478,2020-01-29,0.0
231479,2020-01-29,0.0
231480,2020-01-29,-0.4333333333333333
231481,2020-01-29,-0.35
231482,2020-01-29,-0.4
231483,2020-01-29,-0.4
231484,2020-01-29,-0.2041666666666667
231485,2020-01-29,0.25
231486,2020-01-29,-0.025
231488,2020-01-29,0.0
231489,2020-01-29,0.0
231490,2020-01-29,-0.2
231491,2020-01-29,0.25
231492,2020-01-29,-0.05
231493,2020-01-29,0.0
231494,2020-01-29,0.45
236228,2020-01-29,0.0
236229,2020-01-29,0.3
236230,2020-01-29,0.0
236231,2020-01-29,0.4125
236232,2020-01-29,0.2
236233,2020-01-29,0.25
236234,2020-01-29,-0.0625
236236,2020-01-29,0.2416666666666666
236238,2020-01-29,0.0454545454545454
236239,2020-01-29,-0.0297619047619047
236240,2020-01-29,0.0
236241,2020-01-29,0.9375
236243,2020-01-29,-0.1555555555555555
236244,2020-01-29,0.0
236245,2020-01-29,0.1875
236246,2020-01-29,0.0
236247,2020-01-29,0.0
236248,2020-01-29,0.2
236249,2020-01-29,0.4
236251,2020-01-29,0.4
236252,2020-01-29,0.6
236253,2020-01-29,0.25
236254,2020-01-29,0.0
236255,2020-01-29,0.0
236256,2020-01-29,0.0
236257,2020-01-29,0.5
236259,2020-01-29,0.0
236260,2020-01-29,0.3181818181818182
236261,2020-01-29,0.0
236263,2020-01-29,-0.2
236264,2020-01-29,0.0
236265,2020-01-29,-0.1555555555555555
236267,2020-01-29,0.5
236268,2020-01-29,-0.6
236269,2020-01-29,-0.0777777777777777
236270,2020-01-29,-0.25
236272,2020-01-29,0.45
236273,2020-01-29,0.0
236274,2020-01-29,0.0
236275,2020-01-29,0.125
236277,2020-01-29,0.0681818181818181
236278,2020-01-29,-0.2222222222222222
236280,2020-01-29,0.7
236281,2020-01-29,0.0
236283,2020-01-29,0.1363636363636363
236285,2020-01-29,-0.05
236286,2020-01-29,0.0
236287,2020-01-29,0.0
236288,2020-01-29,0.0
236289,2020-01-29,0.1931818181818181
236290,2020-01-29,-0.125
236292,2020-01-29,0.125
236293,2020-01-29,0.03125
236295,2020-01-29,0.0
236296,2020-01-29,0.0
236297,2020-01-29,-0.3125
236298,2020-01-29,-0.2
236299,2020-01-29,0.0
236301,2020-01-29,-0.375
236303,2020-01-29,0.0
236304,2020-01-29,-0.2
236305,2020-01-29,0.0
236307,2020-01-29,0.1681818181818181
236310,2020-01-29,0.0
236311,2020-01-29,0.25
236312,2020-01-29,0.5
236313,2020-01-29,0.0
236315,2020-01-29,0.0
236316,2020-01-29,0.0
236317,2020-01-29,0.0
236318,2020-01-29,0.1931818181818181
236319,2020-01-29,0.175
236320,2020-01-29,-0.75
236321,2020-01-29,0.0
236322,2020-01-29,0.2333333333333333
236324,2020-01-29,0.0
236327,2020-01-29,0.0833333333333333
236329,2020-01-29,0.0
236332,2020-01-29,0.0
236333,2020-01-29,0.0
236334,2020-01-29,0.3166666666666666
236335,2020-01-29,0.1363636363636363
236336,2020-01-29,-0.125
236337,2020-01-29,0.8
236339,2020-01-29,0.0
236340,2020-01-29,-0.2
236341,2020-01-29,-0.125
236342,2020-01-29,0.375
236343,2020-01-29,0.2422619047619048
236344,2020-01-29,0.7
236347,2020-01-29,0.0
236348,2020-01-29,0.1
236352,2020-01-29,0.125
236353,2020-01-29,-0.5
236354,2020-01-29,0.0
236355,2020-01-29,-0.3
236360,2020-01-29,0.2333333333333333
236361,2020-01-29,0.0
236363,2020-01-29,0.25
236364,2020-01-29,0.25
236366,2020-01-29,0.0
236367,2020-01-29,0.0
236368,2020-01-29,0.4
236372,2020-01-29,0.15
236373,2020-01-29,0.0
236374,2020-01-29,0.1363636363636363
236376,2020-01-29,0.0
236379,2020-01-29,-0.1
236380,2020-01-29,-0.4000000000000001
236384,2020-01-29,-0.0875
236386,2020-01-29,0.7
236388,2020-01-29,0.1363636363636363
236389,2020-01-29,0.3166666666666667
236390,2020-01-29,0.6
236391,2020-01-29,0.4
236392,2020-01-29,0.0916666666666666
236393,2020-01-29,0.0
236394,2020-01-29,0.2121212121212121
236396,2020-01-29,0.0
236397,2020-01-29,0.1931818181818181
236401,2020-01-29,0.125
236403,2020-01-29,0.0
236404,2020-01-29,0.0681818181818181
236405,2020-01-29,0.0
236407,2020-01-29,0.3166666666666667
236408,2020-01-29,0.25
236409,2020-01-29,0.1
236410,2020-01-29,0.0
236411,2020-01-29,0.0
236413,2020-01-29,0.0
236414,2020-01-29,0.0
236416,2020-01-29,0.0
236418,2020-01-29,0.5333333333333333
236419,2020-01-29,0.0
236420,2020-01-29,0.25
236422,2020-01-29,0.5
236423,2020-01-29,0.0
236424,2020-01-29,0.1681481481481481
236426,2020-01-29,0.1428571428571428
236427,2020-01-29,0.0
236428,2020-01-29,0.0
236430,2020-01-29,0.5
236431,2020-01-29,0.0681818181818181
236434,2020-01-29,0.4
236436,2020-01-29,0.1363636363636363
236438,2020-01-29,0.1363636363636363
236440,2020-01-29,-0.3333333333333333
236441,2020-01-29,0.7
236445,2020-01-29,-0.1
236446,2020-01-29,-0.4
236448,2020-01-29,0.35
236449,2020-01-29,0.1931818181818181
236451,2020-01-29,0.6
236453,2020-01-29,0.0
236454,2020-01-29,-0.2
236456,2020-01-29,0.25
236457,2020-01-29,0.05
236458,2020-01-29,0.325
236459,2020-01-29,0.3928571428571428
236460,2020-01-29,0.0772727272727272
236461,2020-01-29,0.0
236462,2020-01-29,0.16
236463,2020-01-29,0.15
236466,2020-01-29,0.4
236467,2020-01-29,0.0
236468,2020-01-29,0.0
236469,2020-01-29,0.0
236470,2020-01-29,0.1363636363636363
236472,2020-01-29,0.0
236473,2020-01-29,0.125
236474,2020-01-29,0.0
236475,2020-01-29,0.0
236477,2020-01-29,0.1363636363636363
236478,2020-01-29,0.0
236479,2020-01-29,0.2
236480,2020-01-29,0.1931818181818181
236481,2020-01-29,0.1363636363636363
236482,2020-01-29,0.0
236483,2020-01-29,0.0
236485,2020-01-29,0.0
236487,2020-01-29,0.0
236488,2020-01-29,0.05
236490,2020-01-29,0.0
236491,2020-01-29,0.1681818181818181
236492,2020-01-29,0.0
236493,2020-01-29,0.6
236494,2020-01-29,0.5
236495,2020-01-29,0.1363636363636363
236496,2020-01-29,0.0875
236497,2020-01-29,0.2166666666666666
236498,2020-01-29,0.0
236500,2020-01-29,0.0
236501,2020-01-29,0.2
236503,2020-01-29,0.0
236504,2020-01-29,0.5
236505,2020-01-29,0.0681818181818181
236506,2020-01-29,0.1722222222222222
236507,2020-01-29,-0.0318181818181818
236511,2020-01-29,0.1931818181818181
236512,2020-01-29,0.0
236513,2020-01-29,0.25
236514,2020-01-29,0.2158730158730158
236515,2020-01-29,0.0
236516,2020-01-29,0.15
236517,2020-01-29,0.1
236518,2020-01-29,-0.8
236519,2020-01-29,-0.1333333333333333
236520,2020-01-29,0.51
236521,2020-01-29,0.1
236523,2020-01-29,0.0
236524,2020-01-29,0.0
236527,2020-01-29,0.0
236528,2020-01-29,0.0833333333333333
236530,2020-01-29,0.0
236531,2020-01-29,-0.0666666666666666
236532,2020-01-29,0.5
236533,2020-01-29,0.0
236534,2020-01-29,0.0
236535,2020-01-29,0.0
236536,2020-01-29,0.0
236537,2020-01-29,0.0
236538,2020-01-29,0.7
236539,2020-01-29,0.0
236540,2020-01-29,0.0
236541,2020-01-29,0.1363636363636363
236542,2020-01-29,0.0
236544,2020-01-29,0.4
236546,2020-01-29,0.0
236547,2020-01-29,0.0
236548,2020-01-29,0.16
236549,2020-01-29,0.0
236551,2020-01-29,0.0
236552,2020-01-29,0.0
236554,2020-01-29,0.0
236556,2020-01-29,0.0
236557,2020-01-29,0.1
236558,2020-01-29,0.0
236559,2020-01-29,-0.8
236560,2020-01-29,0.1866666666666666
236562,2020-01-29,0.0
236563,2020-01-29,0.0
236564,2020-01-29,0.0
236565,2020-01-29,-0.2
236566,2020-01-29,0.8
236567,2020-01-29,0.325
236569,2020-01-29,0.25
236570,2020-01-29,0.0
236571,2020-01-29,0.0
236572,2020-01-29,0.0
236573,2020-01-29,-0.1166666666666666
236574,2020-01-29,0.0
236575,2020-01-29,0.0
236577,2020-01-29,0.0
236578,2020-01-29,0.0
236579,2020-01-29,0.125
236580,2020-01-29,0.0
236581,2020-01-29,0.3047619047619047
236582,2020-01-29,0.0
236583,2020-01-29,0.0
236584,2020-01-29,0.0
236585,2020-01-29,0.0
236586,2020-01-29,0.2
236587,2020-01-29,0.0
236588,2020-01-29,0.1
236589,2020-01-29,0.0
236590,2020-01-29,0.25
236592,2020-01-29,0.0
236593,2020-01-29,0.0
236594,2020-01-29,-0.125
236596,2020-01-29,0.0
236597,2020-01-29,-0.15
236598,2020-01-29,0.05
236599,2020-01-29,-0.2
236600,2020-01-29,0.0
236601,2020-01-29,0.0
236602,2020-01-29,0.1
236604,2020-01-29,0.1125
236605,2020-01-29,0.575
236606,2020-01-29,0.0666666666666666
236607,2020-01-29,0.0
236608,2020-01-29,0.1666666666666666
236609,2020-01-29,0.4
236610,2020-01-29,0.4
236611,2020-01-29,0.0
236612,2020-01-29,0.35
236613,2020-01-29,0.0
236616,2020-01-29,0.25
236620,2020-01-29,0.2333333333333333
236621,2020-01-29,0.0
236622,2020-01-29,0.0
236625,2020-01-29,-0.5
236626,2020-01-29,0.1166666666666666
236627,2020-01-29,0.0
236628,2020-01-29,-0.5
236631,2020-01-29,0.0
236632,2020-01-29,0.0
236633,2020-01-29,0.0
236634,2020-01-29,0.0
236635,2020-01-29,0.375
236636,2020-01-29,0.0
236638,2020-01-29,0.0
236639,2020-01-29,0.325
236641,2020-01-29,0.0833333333333333
236642,2020-01-29,0.0
236644,2020-01-29,0.0
236645,2020-01-29,-0.0833333333333333
236646,2020-01-29,0.0
236647,2020-01-29,-0.2666666666666666
236648,2020-01-29,-0.05
236649,2020-01-29,0.0
236650,2020-01-29,0.0
236651,2020-01-29,0.3333333333333333
236652,2020-01-29,0.3571428571428571
236653,2020-01-29,-0.4228571428571429
236654,2020-01-29,0.625
236656,2020-01-29,0.0
236657,2020-01-29,0.0
236660,2020-01-29,0.0
236663,2020-01-29,0.0
236664,2020-01-29,0.1931818181818181
236665,2020-01-29,0.0
236666,2020-01-29,0.0
236670,2020-01-29,0.0
236671,2020-01-29,0.0
236675,2020-01-29,0.6
236680,2020-01-29,-0.2333333333333333
236682,2020-01-29,0.1666666666666666
236684,2020-01-29,0.0
236685,2020-01-29,0.0
236687,2020-01-29,-0.0083333333333333
236689,2020-01-29,0.0
236690,2020-01-29,0.5
236692,2020-01-29,0.2166666666666666
236693,2020-01-29,0.0
236694,2020-01-29,-0.125
236696,2020-01-29,0.55
236697,2020-01-29,0.2
236698,2020-01-29,0.0
236699,2020-01-29,0.0
236700,2020-01-29,-0.7
236701,2020-01-29,-0.2
236702,2020-01-29,0.0
236703,2020-01-29,0.0
236704,2020-01-29,-0.4
236705,2020-01-29,0.0
236706,2020-01-29,0.5
236707,2020-01-29,-0.1
236709,2020-01-29,0.0
236710,2020-01-29,0.0
236711,2020-01-29,0.0
236712,2020-01-29,0.0
236713,2020-01-29,0.0
236714,2020-01-29,0.5
236715,2020-01-29,0.0
236716,2020-01-29,0.0
236717,2020-01-29,0.0
236718,2020-01-29,0.0
236719,2020-01-29,0.325
236720,2020-01-29,0.0
236722,2020-01-29,-0.5
236723,2020-01-29,0.4
236725,2020-01-29,0.0
236727,2020-01-29,0.2272727272727272
236728,2020-01-29,-0.6666666666666666
236729,2020-01-29,0.05
236730,2020-01-29,0.2666666666666666
236732,2020-01-29,0.0
236733,2020-01-29,-0.0125
236735,2020-01-29,0.0833333333333333
236737,2020-01-29,-0.1863636363636363
236738,2020-01-29,0.0
236739,2020-01-29,0.1333333333333333
236741,2020-01-29,-0.7142857142857143
236742,2020-01-29,-0.1666666666666666
236743,2020-01-29,0.25
236744,2020-01-29,0.1363636363636363
236745,2020-01-29,0.0
236746,2020-01-29,0.0
236747,2020-01-29,-0.2666666666666666
236748,2020-01-29,0.0
236749,2020-01-29,0.025
236750,2020-01-29,0.0
236751,2020-01-29,0.0
236753,2020-01-29,-0.3333333333333333
236754,2020-01-29,0.0
236755,2020-01-29,0.0357142857142857
236756,2020-01-29,0.0
236757,2020-01-29,0.0
236758,2020-01-29,0.25
236759,2020-01-29,0.0
236761,2020-01-29,-0.7
236762,2020-01-29,0.0
236763,2020-01-29,0.0
236765,2020-01-29,0.0
236766,2020-01-29,-0.3885714285714285
236767,2020-01-29,-0.0416666666666666
236770,2020-01-29,0.0
236773,2020-01-29,0.0
236774,2020-01-29,0.5
236775,2020-01-29,0.0
236776,2020-01-29,0.2
236779,2020-01-29,0.0
236780,2020-01-29,0.0
236781,2020-01-29,0.5
236782,2020-01-29,0.0
236783,2020-01-29,0.0
236784,2020-01-29,0.1
236786,2020-01-29,0.0
236787,2020-01-29,-0.2
236788,2020-01-29,0.25
236789,2020-01-29,0.0
236792,2020-01-29,0.35
236793,2020-01-29,-0.2638888888888889
236796,2020-01-29,0.0
236797,2020-01-29,0.5
236799,2020-01-29,0.25
236800,2020-01-29,0.0
236801,2020-01-29,0.0
236802,2020-01-29,0.390625
236803,2020-01-29,0.0
236804,2020-01-29,-0.3
236805,2020-01-29,0.0
236806,2020-01-29,-0.0625
236810,2020-01-29,0.0625
236811,2020-01-29,0.4125
236812,2020-01-29,0.0
236813,2020-01-29,0.0
236815,2020-01-29,0.4375
236817,2020-01-29,0.2
236818,2020-01-29,0.0
236819,2020-01-29,0.0
236820,2020-01-29,0.4
236821,2020-01-29,0.0
236822,2020-01-29,0.0
236823,2020-01-29,0.0
236824,2020-01-29,-0.2
236826,2020-01-29,0.0
236830,2020-01-29,0.3
236831,2020-01-29,-0.1388888888888889
236833,2020-01-29,-0.0833333333333333
236834,2020-01-29,0.0
236835,2020-01-29,0.3
236837,2020-01-29,0.2166666666666666
236839,2020-01-29,-0.6666666666666666
236840,2020-01-29,0.0
236841,2020-01-29,0.0
236842,2020-01-29,0.0
236843,2020-01-29,0.0
236848,2020-01-29,-0.1444444444444444
236852,2020-01-29,0.0
236854,2020-01-29,0.4
236856,2020-01-29,0.25
236857,2020-01-29,-0.5
236858,2020-01-29,0.25
236859,2020-01-29,0.2090909090909091
236860,2020-01-29,0.4
236862,2020-01-29,0.0
236863,2020-01-29,0.4
236864,2020-01-29,0.0
236866,2020-01-29,0.0833333333333333
236870,2020-01-29,0.2333333333333333
236873,2020-01-29,0.0
236874,2020-01-29,0.0833333333333333
236875,2020-01-29,0.0
236877,2020-01-29,-0.5
236878,2020-01-29,0.0
236881,2020-01-29,0.5
236883,2020-01-29,-0.25
236888,2020-01-29,0.2
236889,2020-01-29,0.2333333333333333
236891,2020-01-29,0.5
236893,2020-01-29,0.7
236894,2020-01-29,0.0
236896,2020-01-29,0.0
236897,2020-01-29,0.0
236898,2020-01-29,0.0
236899,2020-01-29,0.0
236900,2020-01-29,0.2
236901,2020-01-29,0.0
236902,2020-01-29,0.125
236903,2020-01-29,0.1958333333333333
236904,2020-01-29,0.325
236908,2020-01-29,0.0
236910,2020-01-29,0.0
236911,2020-01-29,-0.3
236914,2020-01-29,0.0999999999999999
236917,2020-01-29,0.0
236918,2020-01-29,0.0
236922,2020-01-29,0.1
236923,2020-01-29,0.4125
236925,2020-01-29,0.0
236929,2020-01-29,0.0541666666666666
236930,2020-01-29,-0.125
236932,2020-01-29,0.4
236933,2020-01-29,0.1363636363636363
236934,2020-01-29,0.0
236935,2020-01-29,0.0
236936,2020-01-29,0.625
236937,2020-01-29,0.0
236939,2020-01-29,0.0
236940,2020-01-29,0.0
236941,2020-01-29,0.0249999999999999
236942,2020-01-29,0.0
236946,2020-01-29,0.6103515625
236948,2020-01-29,0.0
236949,2020-01-29,0.0
236951,2020-01-29,-0.4
236953,2020-01-29,0.0
236954,2020-01-29,0.0
236955,2020-01-29,0.0
236956,2020-01-29,0.0
236958,2020-01-29,-0.2
236959,2020-01-29,0.5
236961,2020-01-29,0.0
236964,2020-01-29,-0.4111111111111111
236965,2020-01-29,0.2
236966,2020-01-29,0.4
236967,2020-01-29,0.5
236970,2020-01-29,0.0
236971,2020-01-29,0.0
236973,2020-01-29,0.0
236974,2020-01-29,0.0
